ID; Error; A; n; w_PIGM; w_opt; wlse_PIGM; wlse_opt; wlse_sig; Sum(w_opt) 
4218 ; 0 ; 7,5,8,2,1/3,2,1/8,1/3,5,1/7,7,5,8,9,4,1/3,4,9,4,1/7,6,6,1,9,9,1/7,7,1/4,1/6,1/9,7,1/8,5,1,7,7 ; 9 ; 0.1721,0.1563,0.1345,0.1366,0.0657,0.0706,0.0721,0.1036,0.0885 ; 0.1721,0.1563,0.1345,0.1366,0.0657,0.0706,0.0721,0.1036,0.0885 ; 10.94606 ; 10.94606 ; 10.9461 ; 1 
4219 ; 0 ; 1/8,2,1/6,7,1/7,7,1/7,1/7,1,5,7,5,6,1/5,1/8,2,2,1/2,6,6,6,1/4,1/3,5,1/2,9,1,1/9,5,1/2,9,8,1/7,1/5,1/8,1/9,1,1,2,1/9,8,3,3,1/2,3,2,1/7,9,7,5,1/3,1,6,9,7 ; 11 ; 0.0505,0.114,0.1212,0.0558,0.0369,0.2706,0.0766,0.0755,0.0989,0.0547,0.0454 ; 0.0505,0.114,0.1212,0.0558,0.0369,0.2706,0.0766,0.0755,0.0989,0.0547,0.0454 ; 7.1368 ; 7.1368 ; 7.1368 ; 1 
4220 ; 0 ; 6,6,7,5,1/6,1/9,1/7,1/9,1/2,1/9,1/3,1/6,7,3,1/9,1,4,1,1,5,8,1/2,6,5,9,3,1/9,1,1/9,1,5,5,1/5,1,4,1/7,1/5,1/7,7,1/4,1/3,1/6,2,1/7,9 ; 10 ; 0.0512,0.049,0.2081,0.0517,0.0731,0.0516,0.0719,0.1691,0.211,0.0633 ; 0.0512,0.049,0.2081,0.0517,0.0731,0.0516,0.0719,0.1691,0.211,0.0633 ; 6.723703 ; 6.723703 ; 6.7237 ; 1 
4221 ; 0 ; 1/8,7,9,1/2,1/6,2,4,3,1/5,1/2,9,4,7,1,3,7,1/8,1/5,5,9,1/4 ; 7 ; 0.1134,0.2922,0.1464,0.061,0.113,0.2052,0.0688 ; 0.1134,0.2922,0.1464,0.061,0.113,0.2052,0.0688 ; 6.810535 ; 6.810535 ; 6.8105 ; 1 
4222 ; 0 ; 1/5,4,2,8,1,1/6,1/2,1/6,4,3 ; 5 ; 0.1701,0.1422,0.1124,0.5122,0.0633 ; 0.1701,0.1422,0.1124,0.5122,0.0633 ; 1.977035 ; 1.977035 ; 1.977 ; 1 
4223 ; 0 ; 9,4,8 ; 3 ; 0.8359,0.104,0.0601 ; 0.8359,0.104,0.0601 ; 0.5311243 ; 0.5311243 ; 0.5311 ; 1 
4224 ; 0 ; 7,1/8,1/5,1/9,3,4,1/7,2,6,5,1/4,1/4,6,4,4,8,1/9,6,9,1/6,1/6 ; 7 ; 0.0721,0.0972,0.4296,0.1199,0.0718,0.0671,0.1424 ; 0.0721,0.0972,0.4296,0.1199,0.0718,0.0671,0.1424 ; 6.410832 ; 6.410832 ; 6.4108 ; 1 
4225 ; 0 ; 6,1/9,9,6,1/3,1/8,1/6,1/2,5,1,3,1/6,1/2,1/2,1/3,1/8,1/6,2,9,1/8,1/6,1/4,1/6,1/3,1,3,1/7,1/7,1/8,1/8,1/8,1,1/4,5,1/6,7 ; 9 ; 0.0599,0.1007,0.0565,0.0675,0.0475,0.1127,0.0956,0.2898,0.1697 ; 0.0599,0.1007,0.0565,0.0675,0.0475,0.1127,0.0956,0.2898,0.1697 ; 6.703886 ; 6.703886 ; 6.7039 ; 1 
4226 ; 0 ; 1/8,1/5,7,9,1/6,1/3,8,1/9,5,1/3,7,4,1/5,1/2,7,1/8,4,8,1/2,1/3,1/7,1/7,1,7,1/5,1/7,5,8,1/6,2,1/5,2,1/3,1/2,1/4,1 ; 9 ; 0.0642,0.2456,0.0776,0.0686,0.0672,0.0757,0.0815,0.1316,0.188 ; 0.0642,0.2456,0.0776,0.0686,0.0672,0.0757,0.0815,0.1316,0.188 ; 7.287361 ; 7.287361 ; 7.2874 ; 1 
4227 ; 0 ; 4,7,1/9,6,4,1/6,1/3,1/3,9,1/8,6,4,1/3,1/2,5,1/8,1/3,5,1/9,6,1/2 ; 7 ; 0.097,0.1179,0.1466,0.1152,0.0678,0.3708,0.0847 ; 0.097,0.1179,0.1466,0.1152,0.0678,0.3708,0.0847 ; 6.834079 ; 6.834079 ; 6.8341 ; 1 
4228 ; 0 ; 1,1,1/2 ; 3 ; 0.3394,0.2491,0.4116 ; 0.3393,0.2491,0.4116 ; 0.03610108 ; 0.03610108 ; 0.0361 ; 1 
4229 ; 0 ; 7,2,2,4,1/4,1/9,7,8,2,8,1/6,9,5,1/5,5,1/4,1/7,9,7,1/7,1/7 ; 7 ; 0.15,0.1787,0.1857,0.0791,0.1531,0.1007,0.1526 ; 0.15,0.1787,0.1857,0.0791,0.1531,0.1007,0.1526 ; 11.13137 ; 11.13137 ; 11.1314 ; 1 
4230 ; 0 ; 1,4,2,1/4,9,1/7,1/7,1/9,1/3,9,1/8,1/5,2,6,1/9,4,3,2,5,6,1/4,1/9,7,2,1/9,1,1/9,1/5,1/7,1/6,3,1/5,1,1/4,1/3,1/5,1/3,2,1/9,1,1/5,1/3,3,1/5,1/3,1/6,1/9,1/3,1/3,5,8,1/3,1/9,1/7,1/8,9,4,1/3,7,1/8,1/5,1/3,3,1,6,9,1/5,1/9,7,1/9,1/6,1/5,8,3,1,3,1/3,9,1/6,3,5,6,2,1/2,2,1/7,1/7,9,1/8,6,2,9,1/8,8,8,6,1/8,5,1/5,8,2,3,1/5,6,1/9 ; 15 ; 0.0474,0.0422,0.0456,0.0555,0.0515,0.0468,0.0706,0.1435,0.0564,0.17,0.0344,0.0572,0.0678,0.055,0.056 ; 0.0474,0.0422,0.0456,0.0555,0.0515,0.0468,0.0706,0.1435,0.0564,0.17,0.0344,0.0572,0.0678,0.055,0.056 ; 9.341085 ; 9.341085 ; 9.3411 ; 1 
4231 ; 0 ; 7,1/4,1/5,9,9,1/3,1/7,1/5,1/3,3,3,1/7,1/2,3,1/5,1/2,1/8,1/3,1/4,5,2,1/4,4,9,2,1/4,1/7,1/7,8,1/2,2,1/2,3,1/4,1/4,5,1/4,7,1/3,7,8,6,8,1/3,2 ; 10 ; 0.0784,0.051,0.1623,0.0792,0.075,0.0734,0.21,0.1427,0.0446,0.0834 ; 0.0784,0.051,0.1623,0.0792,0.075,0.0734,0.21,0.1427,0.0446,0.0834 ; 6.095449 ; 6.095449 ; 6.0954 ; 1 
4232 ; 0 ; 5,6,8,1,1/2,1/4,1/2,1/4,3,1/9,5,1/9,1/3,2,1/4,9,1/8,1/3,9,2,9,1/2,8,1,5,1/2,7,9,6,1/4,1/4,2,1/7,1/6,2,1/6,9,1/2,1/7,1/6,5,1/6,1/3,2,5 ; 10 ; 0.1954,0.0435,0.1728,0.094,0.0496,0.0975,0.0542,0.0574,0.0528,0.1828 ; 0.1954,0.0435,0.1728,0.094,0.0496,0.0975,0.0542,0.0574,0.0528,0.1828 ; 6.204689 ; 6.204689 ; 6.2047 ; 1 
4233 ; 0 ; 1/9,3,6,1/4,3,3,2,3,1,1/3,1/7,1/9,8,1/4,1/6 ; 6 ; 0.076,0.4995,0.0395,0.0799,0.0527,0.2524 ; 0.076,0.4995,0.0395,0.0799,0.0527,0.2524 ; 1.534657 ; 1.534657 ; 1.5347 ; 1 
4234 ; 0 ; 1/9,1/4,7 ; 3 ; 0.0794,0.801,0.1196 ; 0.0794,0.801,0.1196 ; 0.05054832 ; 0.05054832 ; 0.0505 ; 1 
4235 ; 0 ; 1/8,1/8,5,8,1,1/9,6,1/5,1/7,1/5,7,7,1/3,1/2,1/9,6,5,5,1/5,1/3,8,3,1/8,1/9,7,1,1/3,1,3,1/6,1/3,9,1/2,8,6,7,1/5,5,5,7,8,1/3,1/2,8,1/4,8,1/4,7,9,5,1/7,1/3,1/4,1/3,1/5,8,2,8,1/5,1/5,1,4,1/2,2,2,1/6,1/2,5,1,1/3,1/8,9,1/5,3,1/9,1/5,7,2,2,1/4,7,1/7,1/6,1/7,1/5,2,8,1/6,1/5,1/7,1/3,7,1/3,4,1/6,5,1,7,1/8,9,1/5,9,9,7,1/3 ; 15 ; 0.0454,0.0541,0.1576,0.1173,0.0457,0.0905,0.0644,0.0483,0.0509,0.0628,0.0585,0.0461,0.0497,0.0491,0.0596 ; 0.0454,0.0541,0.1576,0.1173,0.0457,0.0905,0.0644,0.0483,0.0509,0.0628,0.0585,0.0461,0.0497,0.0491,0.0596 ; 9.463017 ; 9.463017 ; 9.463 ; 1 
4236 ; 0 ; 4,8,3,1/7,1,7,2,1,7,2,1/6,1/3,1/5,7,1/9 ; 6 ; 0.1676,0.3659,0.0674,0.181,0.1123,0.1058 ; 0.1676,0.3659,0.0674,0.181,0.1123,0.1058 ; 5.529399 ; 5.529399 ; 5.5294 ; 1 
4237 ; 0 ; 1/4,9,6,1/9,1/5,7,1/3,6,1,8,8,1/3,1/4,1/5,5 ; 6 ; 0.0777,0.4572,0.0751,0.0616,0.0986,0.2299 ; 0.0777,0.4572,0.0751,0.0616,0.0986,0.2299 ; 4.769238 ; 4.769238 ; 4.7692 ; 1 
4238 ; 0 ; 1/8,1/9,6,7,3,2,1/5,1/8,4,1,1/9,2,1/5,2,2,1/6,1/9,4,1/3,1/6,1/4,1/7,6,1/3,1/7,9,1/3,3,1/7,9,1/2,2,1/4,9,5,3,7,6,9,4,1/2,1/5,1/7,1/9,8,1/4,8,1/2,1/5,3,9,1/8,1/8,1/2,1/5,4,1/9,1/2,1/4,3,1/8,1/3,1/4,3,1/3,1/2,8,1/5,1/7,3,6,4,2,1/9,7,1/8,1/8,9 ; 13 ; 0.045,0.0518,0.0907,0.1626,0.0465,0.0418,0.0622,0.0731,0.1292,0.0445,0.0773,0.1064,0.069 ; 0.045,0.0518,0.0907,0.1626,0.0465,0.0418,0.0622,0.0731,0.1292,0.0445,0.0773,0.1064,0.069 ; 8.996439 ; 8.996439 ; 8.9964 ; 1 
4239 ; 0 ; 1/3,6,1/2,5,5,1/4 ; 4 ; 0.1867,0.6044,0.0641,0.1449 ; 0.1867,0.6044,0.0641,0.1449 ; 0.2196876 ; 0.2196876 ; 0.2197 ; 1 
4240 ; 0 ; 1/6,5,8,1/3,1/4,9,1/9,6,9,1/7,8,3,2,1,1/9,5,1/2,2,1/7,6,3,7,1/7,8,4,5,1/4,6,1,1/4,1/2,8,3,4,8,7,1/4,8,1/6,1/6,1/7,8,5,1/7,9,4,1/2,1/9,5,1/3,4,1/7,5,1/7,1/5,4,1/4,5,1/4,2,1/4,1/7,1/5,3,1/5,1/3,5,3,4,1/8,1/5,1/7,1/7,1/8,1/8,1/6,1/6,9,7,9,8,1/2,1/2,1/3,7,1/3,9,1/4,9,1/7,5,1/9,6,4,1/2,4,1,1/8,5,1/8,1,1/7,7,1/9,9 ; 15 ; 0.0707,0.0685,0.1288,0.0419,0.0781,0.0867,0.0288,0.085,0.0676,0.0348,0.0538,0.0338,0.0697,0.0521,0.0997 ; 0.0707,0.0685,0.1288,0.0419,0.0781,0.0867,0.0288,0.085,0.0676,0.0348,0.0538,0.0338,0.0697,0.0521,0.0997 ; 9.536505 ; 9.536504 ; 9.5365 ; 1 
4241 ; 0 ; 3,9,1/2,6,2,1/6,2,1/6,5,1/9,1/5,6,8,1/2,2,6,9,8,5,4,1/6,8,1/7,1/9,2,1/6,1/2,1/5,3,7,1,4,1/4,5,8,5,1/6,1/9,5,1/8,1/7,5,3,1/3,1/5,9,1/9,8,6,1/7,1/4,1/9,1/2,8,1/5,1/4,1/3,1/4,1/6,9,1/9,3,4,1/9,3,4,3,1/7,1,5,1/9,1/7,6,1/4,1/4,7,1/8,1/5 ; 13 ; 0.0765,0.138,0.0473,0.0632,0.0625,0.0537,0.0613,0.0738,0.0621,0.0481,0.0749,0.0702,0.1685 ; 0.0765,0.138,0.0473,0.0632,0.0625,0.0537,0.0613,0.0738,0.0621,0.0481,0.0749,0.0702,0.1685 ; 10.03625 ; 10.03625 ; 10.0362 ; 1 
4242 ; 0 ; 9,9,1,7,1/8,4,1/9,4,1/4,1/7 ; 5 ; 0.6881,0.042,0.0854,0.0481,0.1364 ; 0.6881,0.042,0.0854,0.0481,0.1364 ; 1.240438 ; 1.240438 ; 1.2404 ; 1 
4243 ; 0 ; 9,1/9,6,1/6,1/5,1/2,1/2,1/4,7,8,2,7,1/7,9,5,6,1/7,6,1,1,1/6 ; 7 ; 0.101,0.1269,0.2559,0.1071,0.15,0.0822,0.1769 ; 0.101,0.1269,0.2559,0.1071,0.15,0.0822,0.1769 ; 9.417201 ; 9.417201 ; 9.4172 ; 1 
4244 ; 0 ; 1,1/6,1/7,5,8,3 ; 4 ; 0.0459,0.6773,0.1799,0.0969 ; 0.0459,0.6773,0.1799,0.0969 ; 0.9328108 ; 0.9328108 ; 0.9328 ; 1 
4245 ; 0 ; 7,1/6,1/9,8,1/6,4,8,7,7,1/3,1,6,5,1,5,7,5,7,4,6,1/6,1/4,7,4,5,1/7,1/6,1/4,6,5,1/6,1/4,1/2,1/4,1/8,1,3,1,5,2,1/7,1,1/5,1/2,7 ; 10 ; 0.0789,0.1502,0.1807,0.0752,0.0411,0.1489,0.1304,0.0752,0.0634,0.056 ; 0.0789,0.1502,0.1807,0.0752,0.0411,0.1489,0.1304,0.0752,0.0634,0.056 ; 6.650551 ; 6.650551 ; 6.6506 ; 1 
4246 ; 0 ; 1,8,9,2,1/2,1,1,6,3,1/4,6,1,1/3,1/5,9,9,1,1/3,5,1/7,5,1/5,6,5,4,4,1/2,3,6,3,5,7,8,1/2,1/4,9,1/4,1/4,1/7,1,3,2,1/3,5,7 ; 10 ; 0.3947,0.1144,0.0635,0.076,0.0963,0.0598,0.0451,0.0459,0.046,0.0583 ; 0.3947,0.1144,0.0635,0.076,0.0963,0.0598,0.0451,0.0459,0.046,0.0583 ; 3.992218 ; 3.992218 ; 3.9922 ; 1 
4247 ; 0 ; 5,1/6,1/9,1/2,2,2,1/5,1/6,1/4,8 ; 5 ; 0.0732,0.0918,0.1179,0.5969,0.1202 ; 0.0732,0.0918,0.1179,0.5969,0.1202 ; 2.207768 ; 2.207768 ; 2.2078 ; 1 
4248 ; 0 ; 9,3,1/3,1/3,1,1/9,1,5,3,5,1/9,7,1,3,1/3,1/8,1/3,1/4,2,2,1,1/6,6,3,1/9,1/8,1/4,3,1/6,1/3,1/5,1/5,1/2,1/3,5,1/5,1/6,1/6,6,1/6,9,1/8,7,1/2,8,6,5,1/7,1/9,9,1/3,6,3,1/8,1/4,1/7,8,1/6,1/3,7,7,1/3,2,5,7,4,1/2,1/2,4,9,9,3,1/5,1/6,9,9,6,1/4 ; 13 ; 0.0695,0.0536,0.0463,0.0571,0.0923,0.0595,0.1849,0.1005,0.1167,0.0531,0.077,0.0535,0.0361 ; 0.0695,0.0536,0.0463,0.0571,0.0923,0.0595,0.1849,0.1005,0.1167,0.0531,0.077,0.0535,0.0361 ; 8.424501 ; 8.424501 ; 8.4245 ; 1 
4249 ; 0 ; 9,1/3,6,1/6,1/6,2,1/6,4,1/4,6,5,1/3,1/3,6,8,1/4,6,2,8,1/7,6,1/9,1/3,1/9,1/8,1,1/3,3,4,1/3,1/9,1/9,1/6,3,1/5,1/8,1/9,1/4,1/9,1/5,2,1,1/9,7,2,1/5,8,1/9,1/2,1/6,1/7,3,2,1/3,1/7,1/9,1/6,2,5,1/2,1/6,1/9,1/2,1/8,8,2,3,1/9,9,1/5,6,6,3,2,1,9,1,7 ; 13 ; 0.0914,0.0592,0.0396,0.0387,0.0496,0.0623,0.0624,0.076,0.0906,0.0624,0.1443,0.0899,0.1334 ; 0.0914,0.0592,0.0396,0.0387,0.0496,0.0623,0.0624,0.076,0.0906,0.0624,0.1443,0.0899,0.1334 ; 9.440732 ; 9.440732 ; 9.4407 ; 1 
4250 ; 0 ; 1/4,5,1/5,1/6,1/8,1,1/3,1,1/4,4,1/4,8,1/5,1/3,1/6,1/8,2,7,1/7,1/7,1/7,1/4,4,6,1/9,8,7,9,1/3,1/3,1,7,1/3,1/3,7,1/2,1/2,1/6,1,7,1/6,1/4,1/2,6,5 ; 10 ; 0.0549,0.0737,0.0526,0.0714,0.1138,0.0891,0.0696,0.0688,0.3406,0.0654 ; 0.0549,0.0737,0.0526,0.0714,0.1138,0.0891,0.0696,0.0688,0.3406,0.0654 ; 6.014075 ; 6.014075 ; 6.0141 ; 1 
4251 ; 0 ; 1/6,7,1/2,1/5,1/2,3,4,1/3,6,9,1,1/3,6,3,9,7,3,1/5,1/2,6,4,1/6,1/9,1/9,1/5,7,6,9,1/6,3,5,1/5,8,1/7,1/4,1/7,1/2,8,1/4,1/7,9,1/3,3,4,1/9,2,1/6,3,1/7,6,1/9,1/6,1/6,1,6 ; 11 ; 0.1402,0.2353,0.0468,0.0803,0.049,0.1102,0.0511,0.0603,0.0724,0.0728,0.0815 ; 0.1402,0.2353,0.0468,0.0803,0.049,0.1102,0.0511,0.0603,0.0724,0.0728,0.0815 ; 7.989814 ; 7.989814 ; 7.9898 ; 1 
4252 ; 0 ; 1/3,1/2,1/5,9,1/6,8,1/9,1/6,1/8,1/6,1/8,6,1,4,1/5,6,1,1/4,7,1,7,1,1,7,1/9,2,9,1/8 ; 8 ; 0.0635,0.0542,0.1803,0.3128,0.0493,0.1949,0.0374,0.1076 ; 0.0635,0.0542,0.1803,0.3128,0.0493,0.1949,0.0374,0.1076 ; 5.088149 ; 5.088149 ; 5.0881 ; 1 
4253 ; 0 ; 1/6,3,1/6,1/7,1/5,1/4,9,1/2,4,9,4,2,4,8,1,1/9,9,1/9,1/4,2,6,1/4,5,4,4,6,5,1/5 ; 8 ; 0.0533,0.5072,0.0417,0.0613,0.1085,0.1392,0.0346,0.0543 ; 0.0533,0.5072,0.0417,0.0613,0.1085,0.1392,0.0346,0.0543 ; 3.23171 ; 3.23171 ; 3.2317 ; 1 
4254 ; 0 ; 1/3,8,9,5,1,9,2,5,1/4,1/5,7,1/4,5,1,9,1/9,1/6,1/7,1/8,6,3,4,4,1/2,1/3,6,1/2,1/4,7,1/9,7,7,5,3,3,4,1/5,1/9,7,1/2,1/8,6,3,1/2,1/6,6,1/2,1/6,2,1/5,1/8,4,1/8,1,1/4,1/3,8,6,1/3,7,1/2,1,1/7,7,1/3,6 ; 12 ; 0.1871,0.0489,0.0674,0.0542,0.0579,0.0363,0.0509,0.1372,0.0615,0.1312,0.0819,0.0853 ; 0.1871,0.0489,0.0674,0.0542,0.0579,0.0363,0.0509,0.1372,0.0615,0.1312,0.0819,0.0853 ; 7.376457 ; 7.376457 ; 7.3765 ; 1 
4255 ; 0 ; 1/5,5,1/2,1/7,1/6,1,1/2,2,1/8,9,1/9,6,6,1/6,1/6,1/6,1/4,1/2,1/9,7,3 ; 7 ; 0.1145,0.1009,0.142,0.1305,0.1319,0.1699,0.2102 ; 0.1145,0.1009,0.142,0.1305,0.1319,0.1699,0.2102 ; 9.864633 ; 9.864633 ; 9.8646 ; 1 
4256 ; 0 ; 4,8,1/3,1/7,2,1/4,1/8,8,9,8,1,1/9,7,3,1/5,4,1/5,1/9,1,1/5,6,1,1,1/7,1/9,9,2,1/9,1/6,1,6,1/7,1/2,7,1,1/4,1/7,9,1/8,8,1/8,9,1/6,1,3,1/7,5,5,5,8,1/6,1/5,1/6,1/4,1/2,5,2,1/9,1/5,1/5,9,6,1/7,1,9,1/6,1,2,3,1/5,5,7,4,6,1,4,1/3,3 ; 13 ; 0.0634,0.073,0.036,0.0688,0.0922,0.0571,0.0726,0.2244,0.0723,0.0687,0.0417,0.0712,0.0585 ; 0.0634,0.073,0.036,0.0688,0.0922,0.0571,0.0726,0.2244,0.0723,0.0687,0.0417,0.0712,0.0585 ; 8.743145 ; 8.743145 ; 8.7431 ; 1 
4257 ; 0 ; 1/9,1/3,1/9,1/5,1/2,1/6,1/9,1,1,7,3,3,2,1/6,9,1/5,1/4,1/8,6,5,1/7,7,3,9,1/8,1,1/9,7,1/7,1/6,1/4,1/2,3,1,1/8,1/2 ; 9 ; 0.0354,0.2105,0.0621,0.0889,0.0487,0.1812,0.0395,0.2368,0.0969 ; 0.0354,0.2105,0.0621,0.0889,0.0487,0.1812,0.0395,0.2368,0.0969 ; 5.28968 ; 5.28968 ; 5.2897 ; 1 
4258 ; 0 ; 1/9,1/7,1/6,1,1/7,7,8,1/5,4,1/9,1/5,4,3,1/8,1/9,1/9,1/7,4,2,1/4,1/2,1/2,1/3,1/4,1/3,1/6,1,1/9,1/4,1/5,6,1,2,6,1/6,1/7 ; 9 ; 0.0358,0.0402,0.0406,0.0989,0.057,0.1392,0.0614,0.0543,0.4726 ; 0.0358,0.0402,0.0406,0.0989,0.057,0.1392,0.0614,0.0543,0.4726 ; 3.193446 ; 3.193446 ; 3.1934 ; 1 
4259 ; 0 ; 1/6,3,1/4,1/6,4,5,3,1/9,3,1/9,1/2,1/2,1,1/2,1/6,1/5,1/4,7,9,5,6,1/6,4,1,1/7,1/6,6,9,3,4,8,1/5,1/9,9,7,4,1/5,2,3,1/2,3,1,3,9,9,9,1,2,7,1/4,9,2,2,3,7 ; 11 ; 0.0438,0.0921,0.074,0.0726,0.0598,0.106,0.0949,0.0547,0.3331,0.0414,0.0276 ; 0.0438,0.0921,0.074,0.0726,0.0598,0.106,0.0949,0.0547,0.3331,0.0414,0.0276 ; 5.363648 ; 5.363648 ; 5.3636 ; 1 
4260 ; 0 ; 1/6,1,7,1/9,1/3,1,6,8,1/5,6,1/8,4,3,2,7,9,1/9,6,1/2,1/5,1/7,1/5,1/7,1/4,2,5,8,7 ; 8 ; 0.0944,0.1433,0.0994,0.0842,0.0881,0.1604,0.2605,0.0696 ; 0.0944,0.1433,0.0994,0.0842,0.0881,0.1604,0.2605,0.0696 ; 8.782526 ; 8.782526 ; 8.7825 ; 1 
4261 ; 0 ; 9,7,1/9,1/6,9,1/6 ; 4 ; 0.277,0.1979,0.2508,0.2743 ; 0.277,0.1979,0.2508,0.2743 ; 17.18249 ; 17.18249 ; 17.1825 ; 1 
4262 ; 0 ; 1/4,1/8,3,2,8,4,1/6,4,1/8,1/7,1/9,6,3,5,1,1/3,1/8,7,3,1/7,7,1/8,1,8,7,9,1,5,1/3,1/8,1/3,1/2,4,1/8,1/6,1/8,1/7,1/7,1/3,2,3,1/2,7,1/3,9,1/3,1/2,7,1/6,2,1/5,7,1,5,5,5,1/9,1,1/7,7,1,1/7,1/3,1/6,1/7,1/7 ; 12 ; 0.0417,0.0961,0.0701,0.0436,0.1793,0.0561,0.1218,0.0497,0.0661,0.0648,0.1425,0.0682 ; 0.0417,0.0961,0.0701,0.0436,0.1793,0.0561,0.1218,0.0497,0.0661,0.0648,0.1425,0.0682 ; 8.117572 ; 8.117572 ; 8.1176 ; 1 
4263 ; 0 ; 9,1/8,2,2,1/9,1/3,1/6,7,7,9,9,1/6,9,6,5,1/2,7,1/3,7,1/3,6,9,4,1/3,1/6,1/3,1/4,1/8,1/9,1/5,1/6,8,6,1/8,2,4,1,3,7,6,1/9,3,1/3,1/7,1/7,1/8,1/4,1/8,8,1,1/4,1/3,1,1/5,1/7,1/7,6,1/2,9,8,9,1/8,6,4,9,1/3,1/7,1/9,6,1/8,1/2,6,9,1/5,8,1/8,4,1/7 ; 13 ; 0.0741,0.144,0.0481,0.0797,0.0582,0.094,0.1154,0.1049,0.0606,0.0559,0.0466,0.0536,0.0649 ; 0.0741,0.144,0.0481,0.0797,0.0582,0.094,0.1154,0.1049,0.0606,0.0559,0.0466,0.0536,0.0649 ; 11.60602 ; 11.60601 ; 11.606 ; 1 
4264 ; 0 ; 4,3,1/2,1/2,1/9,1/4,9,1/3,9,1/4,2,1/7,5,1/9,2 ; 6 ; 0.1172,0.2468,0.1365,0.0789,0.276,0.1446 ; 0.1172,0.2468,0.1365,0.0789,0.276,0.1446 ; 7.325108 ; 7.325108 ; 7.3251 ; 1 
4265 ; 0 ; 1/9,1/7,7,1/8,7,1/2,2,1/4,3,5,5,1/3,4,1/5,1/3,8,1/2,1/3,4,4,1,1/2,1/2,8,4,1/5,1/6,1/9,1,2,1/3,1/9,1/9,1/6,1/9,4,7,4,1/8,1/9,1/5,1/3,8,1/4,2,1/6,1/3,6,1,1/4,2,1/7,1/4,1/7,1/2 ; 11 ; 0.0494,0.1456,0.0959,0.0303,0.0471,0.09,0.119,0.0436,0.0607,0.1502,0.168 ; 0.0494,0.1456,0.0959,0.0303,0.0471,0.09,0.119,0.0436,0.0607,0.1502,0.168 ; 5.799524 ; 5.799524 ; 5.7995 ; 1 
4266 ; 0 ; 8,1/5,8 ; 3 ; 0.5144,0.253,0.2326 ; 0.5144,0.253,0.2326 ; 10.63162 ; 10.63162 ; 10.6316 ; 1 
4267 ; 0 ; 1/3,5,1/9,5,4,2 ; 4 ; 0.0547,0.6677,0.0923,0.1853 ; 0.0547,0.6677,0.0923,0.1853 ; 0.696083 ; 0.696083 ; 0.6961 ; 1 
4268 ; 0 ; 1/7,1/9,1/3,7,1/5,1/8 ; 4 ; 0.0348,0.1817,0.0694,0.7141 ; 0.0348,0.1817,0.0694,0.7141 ; 0.6364305 ; 0.6364305 ; 0.6364 ; 1 
4269 ; 0 ; 1/6,1/8,3,6,1/8,4,1/5,1/7,7,1/5,9,5,6,4,1/7,1/2,1/3,5,1/6,1/9,7,8,4,1/6,1/6,1/7,1/2,1/9,9,1/4,9,1/7,1/2,5,1/5,6,1/5,6,1/9,1,8,1/4,4,1/3,3,7,6,5,3,6,1/5,7,1/3,1/2,1/3 ; 11 ; 0.0567,0.134,0.054,0.0793,0.0592,0.0755,0.1046,0.0909,0.0965,0.1189,0.1304 ; 0.0567,0.134,0.054,0.0793,0.0592,0.0755,0.1046,0.0909,0.0965,0.1189,0.1304 ; 9.841713 ; 9.841713 ; 9.8417 ; 1 
4270 ; 0 ; 1/7,1/6,1/5,1/2,7,5,1,7,1/8,1/5,1/2,2,9,8,3 ; 6 ; 0.0579,0.0715,0.104,0.6377,0.0644,0.0645 ; 0.0579,0.0715,0.104,0.6377,0.0644,0.0645 ; 1.798755 ; 1.798755 ; 1.7988 ; 1 
4271 ; 0 ; 1,8,1/6,1/6,4,6,3,1/9,1/8,7,4,1/8,1,1/7,1/8,3,3,1,1,4,1/4,5,1/4,1/7,3,1/6,1/3,1/5,8,4,3,8,2,1/9,1/3,1/2 ; 9 ; 0.0636,0.044,0.0873,0.056,0.0917,0.2789,0.0574,0.0561,0.265 ; 0.0636,0.044,0.0873,0.056,0.0917,0.2789,0.0574,0.0561,0.265 ; 4.47532 ; 4.47532 ; 4.4753 ; 1 
4272 ; 0 ; 1/7,5,1/3,1/3,1,7,1/9,1/8,1,3,3,1/7,4,1/9,1/3,7,1/8,1/8,3,1/7,7,1/2,1/5,1/4,1/3,4,1/9,5,1/5,2,4,1/8,8,1/8,4,9,1/2,1/5,1/6,3,3,8,1/2,1,1/8,1/6,2,9,6,1/5,5,2,1,1/7,1/2,6,3,1/9,1/4,9,1,6,7,9,1/4,9,3,2,8,1/9,1/9,4,3,1/6,7,5,1/6,1/7,3,1,1/6,1,1/2,7,1/5,1/9,1/7,9,1/9,3,1/8 ; 14 ; 0.0544,0.0486,0.0606,0.0724,0.1032,0.107,0.0599,0.0569,0.0977,0.0557,0.0497,0.1184,0.0573,0.0582 ; 0.0544,0.0486,0.0606,0.0724,0.1032,0.107,0.0599,0.0569,0.0977,0.0557,0.0497,0.1184,0.0573,0.0582 ; 10.51308 ; 10.51308 ; 10.5131 ; 1 
